product_name,pharmacy_name,pharmacy_price,parseDate,url
Ланцеты Microlet  № 200 в Астане,"Аптека ""Эликсир""",7 300 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-microlet-200
Ланцеты IME-DC  № 100 в Астане,Аптека 911,2 390 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""ARNA - 5"" (Арна-5)",2 200 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""Старый Лекарь""",2 550 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,Аптека Landysh (Ландыш),2 210 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""AKA Pharm""",2 375 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""Ландыш""",2 260 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,Аптека Tengripharm (Тэнгрифарм),2 035 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""МониФарм""",2 400 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""Salamat"" (Саламат)",2 220 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""REZEPT"" (Рецепт)",2 800 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""Гиппократ""",10 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""МедСервис Плюс""",9 085 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""ARM PHARM"" (АРМ Фарм)",12 360 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,9 310 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 540 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 120 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 120 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,9 310 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 540 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 250 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""ФАРМАКОМ""",12 725 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""ФАРМАКОМ""",12 800 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""ФАРМАКОМ""",12 600 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,15 140 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,9 220 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 200 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 220 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 630 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,12 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 800 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека со склада,8 830 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека ZERDE (Зерде),9 900 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека Family Pharm (Фэмили Фарм),13 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""Salamat"" (Саламат)",10 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""Salamat"" (Саламат)",14 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,9 280 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""Salamat"" (Саламат)",12 500 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""Диабетика""",14 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты At Care № 100 в Астане,"Аптека ""Глюкоза""",1 700 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-at-care-100
Глюкометр Тру Резалт (True Result) в Астане,Аптека низких цен,8 050 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-tru-rezalt-true-result
Глюкометр Тру Резалт (True Result) в Астане,"Аптека ""Диабетика""",4 500 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-tru-rezalt-true-result
Тест-полоски ABK Care Multi на глюкозу № 50 в Астане,Дежурная аптека,4 230 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-abk-care-multi-na-glyukozu-50
Тест-полоски ABK Care Multi на глюкозу № 50 в Астане,"Аптека ""Aziza Pharm"" (Азиза фарм)",4 240 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-abk-care-multi-na-glyukozu-50
Тест-полоски ABK Care Multi на глюкозу № 50 в Астане,"Аптека ""Salamat"" (Саламат)",4 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-abk-care-multi-na-glyukozu-50
Тест-полоски ABK Care Multi на глюкозу № 50 в Астане,"Аптека ""Ерке Фарм""",4 260 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-abk-care-multi-na-glyukozu-50
Тест-полоски ABK Care Multi на глюкозу № 50 в Астане,"Аптека ""Salamat"" (Саламат)",3 990 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-abk-care-multi-na-glyukozu-50
Тест-полоски ABK Care Multi на глюкозу № 50 в Астане,"Аптека ""Диабетика""",4 600 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-abk-care-multi-na-glyukozu-50
Пурегон Пэн ручка в Астане,Дәріхана,7 800 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/puregon-pen-ruchka
Пурегон Пэн ручка в Астане,"Аптека ""AsiaPharm"" (АзияФарм)",7 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/puregon-pen-ruchka
Пурегон Пэн ручка в Астане,Сервис по доставке лекарств «Pharm Buyer»,10 059 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/puregon-pen-ruchka
Ланцеты Он Колл Симпл (On Call Simple)  № 100 в Астане,Аптека низких цен,1 050 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-on-koll-simpl-on-call-simple-100
Ланцеты Акку-Чек (Accu-Chek) Фасткликс № 102 в Астане,"Аптека ""Диабетика""",3 840 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-fastkliks-102
Тест-полоски к глюкометру IME-DC iDia № 50 в Астане,"Аптека ""Диабетика""",6 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-ime-dc-idia-50
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Salamat"" (Саламат)",5 100 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека 911,5 120 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""МедСервис Плюс""",4 555 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Жить здорОво""",4 755 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Aziamed"" (Азиямед)",6 500 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека низких цен,6 350 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека низких цен,6 350 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека низких цен,4 620 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Шалфей""",6 190 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека низких цен,6 350 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека низких цен,5 290 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Ландыш""",6 085 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Pharmteka (Фармтека),6 190 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека низких цен,5 110 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека низких цен,6 350 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека низких цен,4 620 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека “GG Pharmacy”,5 150 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,АВИЦЕННА АПТЕКА 2,50 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Salamat"" (Саламат)",6 850 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Глюкоза""",5 700 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,Аптека FARMACIA (Фармация),6 940 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Максима-фарм""",12 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Малина""",5 500 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""А-фарм""",5 600 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Salamat"" (Саламат)",5 900 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""Диабетика""",5 950 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 200 в Астане,"Аптека ""DamuPharma"" (Даму фарма)",5 150 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-200
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""Гиппократ""",630 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Lianfa № 100 в Астане,"Аптека ""Диабетика""",1 300 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-lianfa-100
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптечная сеть ФЕНИКС,650 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптечная сеть ФЕНИКС,1 175 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптечная сеть ФЕНИКС,1 175 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""BIO Plus"" (БИО Плюс)",650 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""Aziamed"" (Азиямед)",890 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптека Д3 D3,880 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптека 911,700 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""ДинаФарм""",1 150 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""МедСервис Плюс""",700 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Дәріхана,700 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,D'ARIHANA - АПТЕКА,840 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""Organic pharmacy"" (Органик фармаси)",1 200 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптека Столицы,630 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""DA.Pharm"" (ДА.Фарм)",650 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""MEDSTANDARD"" (МЕДСТАНДАРТ)",670 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Дежурная аптека,690 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""ДинаФарм""",1 150 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""Farm N1""",1 710 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптека Alifarm (Алифарм),770 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""ID Pharmacy"" (АйДи Фармаси)",650 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,аптека UMMA,630 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""Здоровье""",630 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Доктор Плюс,930 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""Aziamed"" (Азиямед)",950 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,"Аптека ""Старый Лекарь""",1 150 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптека низких цен,600 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптека ТМИН TMIN,700 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптека низких цен,900 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Ланцеты Акку-Чек (Accu-Chek) Софткликс № 25 в Астане,Аптека низких цен,590 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-softkliks-25
Тест-полоски к глюкометру Контур Плюс (Contour Plus) № 25 в Астане,"Аптека ""Salamat"" (Саламат)",3 800 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-kontur-plyus-contour-plus-25
Тест-полоски к глюкометру Контур Плюс (Contour Plus) № 25 в Астане,"Аптека ""Aziza Pharm"" (Азиза фарм)",3 500 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-kontur-plyus-contour-plus-25
Тест-полоски к глюкометру Контур Плюс (Contour Plus) № 25 в Астане,"Аптека ""Sante-Астана"" (Санте)",4 100 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-kontur-plyus-contour-plus-25
Тест-полоски к глюкометру Контур Плюс (Contour Plus) № 25 в Астане,"Аптека ""Salamat"" (Саламат)",4 680 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-kontur-plyus-contour-plus-25
Тест-полоски к глюкометру Контур Плюс (Contour Plus) № 25 в Астане,"Аптека ""Максима-фарм""",3 940 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-kontur-plyus-contour-plus-25
Тест-полоски к глюкометру Контур Плюс (Contour Plus) № 25 в Астане,"Аптека ""Максима-фарм""",3 880 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-kontur-plyus-contour-plus-25
Тест-полоски к глюкометру Контур Плюс (Contour Plus) № 25 в Астане,"Аптека ""Максима-фарм""",3 940 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-kontur-plyus-contour-plus-25
Тест-полоски к глюкометру Контур Плюс (Contour Plus) № 25 в Астане,"Аптека ""Salamat"" (Саламат)",4 990 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-kontur-plyus-contour-plus-25
Тест-полоски к глюкометру Контур Плюс (Contour Plus) № 25 в Астане,"Аптека ""Диабетика""",4 950 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-kontur-plyus-contour-plus-25
Тест-полоски к глюкометру Акку-Чек (Accu-Chek) Перформа № 50 в Астане,"Аптека ""Гиппократ""",6 980 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/test-poloski-k-glyukometru-akku-chek-accu-chek-performa-50
